,attr,sinc,intel,fun,amb,shar,gender,match
986,3.0,7.0,6.0,6.0,5.0,5.0,1,0
987,6.0,8.0,7.0,7.0,6.0,5.0,1,0
988,8.0,10.0,8.0,8.0,10.0,5.0,1,0
989,7.0,6.0,6.0,8.0,6.0,5.0,1,0
990,8.0,8.0,7.0,8.0,5.0,9.0,1,1
991,7.0,7.0,7.0,2.0,3.0,2.0,1,0
992,6.0,8.0,8.0,7.0,7.0,5.0,1,0
993,5.0,9.0,10.0,7.0,8.0,7.0,1,0
994,10.0,9.0,9.0,9.0,7.0,8.0,1,1
995,7.0,8.0,7.0,7.0,3.0,5.0,1,0
996,8.0,7.0,7.0,9.0,6.0,8.0,1,0
997,7.0,9.0,8.0,9.0,5.0,6.0,1,0
998,8.0,6.0,6.0,7.0,7.0,5.0,1,0
999,6.0,8.0,7.0,6.0,5.0,5.0,1,0
1000,7.0,6.0,6.0,6.0,8.0,5.0,1,0
1001,,,,,,,1,0
1002,5.0,6.0,7.0,6.0,5.0,5.0,1,0
1003,6.0,7.0,8.0,6.0,5.0,7.0,1,1
1004,6.0,5.0,6.0,4.0,5.0,5.0,1,0
1005,5.0,6.0,6.0,7.0,6.0,5.0,1,0
1006,6.0,6.0,7.0,5.0,6.0,5.0,1,1
1007,6.0,7.0,6.0,8.0,6.0,5.0,1,0
1332,6.0,6.0,6.0,7.0,7.0,6.0,1,1
1333,8.0,8.0,7.0,7.0,7.0,5.0,1,1
1334,7.0,5.0,6.0,6.0,5.0,3.0,1,0
1335,7.0,7.0,8.0,8.0,6.0,9.0,1,0
1336,6.0,7.0,7.0,7.0,7.0,5.0,1,0
1337,9.0,8.0,8.0,8.0,8.0,6.0,1,0
1338,9.0,9.0,8.0,8.0,6.0,6.0,1,1
1339,7.0,7.0,7.0,7.0,7.0,5.0,1,0
1340,6.0,7.0,6.0,6.0,6.0,5.0,1,0
1341,7.0,7.0,7.0,7.0,7.0,5.0,1,0
1342,6.0,8.0,8.0,8.0,6.0,6.0,1,0
1343,7.0,7.0,7.0,7.0,7.0,5.0,1,0
1344,7.0,6.0,6.0,6.0,6.0,5.0,1,0
1345,5.0,5.0,5.0,5.0,5.0,5.0,1,0
1346,5.0,6.0,9.0,3.0,3.0,3.0,1,0
1347,9.0,8.0,8.0,8.0,8.0,5.0,1,0
1348,9.0,8.0,8.0,6.0,7.0,7.0,1,0
1349,7.0,9.0,9.0,8.0,6.0,7.0,1,0
1350,6.0,6.0,7.0,8.0,4.0,6.0,1,0
1351,4.0,6.0,5.0,6.0,5.0,5.0,1,0
1352,5.0,6.0,7.0,4.0,4.0,6.0,1,0
1353,4.0,7.0,7.0,6.0,5.0,5.0,1,0
1354,5.0,8.0,7.0,5.0,6.0,4.0,1,0
1355,6.0,6.0,6.0,8.0,6.0,7.0,1,0
1356,4.0,6.0,5.0,6.0,5.0,4.0,1,0
1357,7.0,7.0,8.0,6.0,7.0,5.0,1,0
1358,5.0,7.0,6.0,6.0,6.0,4.0,1,0
1359,5.0,7.0,6.0,6.0,5.0,6.0,1,0
1360,8.0,8.0,8.0,9.0,6.0,9.0,1,0
1361,6.0,7.0,6.0,6.0,6.0,6.0,1,0
1362,6.0,7.0,7.0,7.0,7.0,6.0,1,0
1363,3.0,5.0,6.0,4.0,6.0,3.0,1,0
1364,3.0,8.0,5.0,4.0,5.0,4.0,1,0
1365,7.0,7.0,8.0,7.0,8.0,7.0,1,0
1366,6.0,6.0,7.0,7.0,4.0,5.0,1,0
1367,5.0,7.0,7.0,8.0,5.0,6.0,1,1
1368,6.0,7.0,7.0,8.0,,,1,0
1369,7.0,7.0,7.0,6.0,,,1,0
1370,6.0,6.0,6.0,6.0,6.0,,1,0
1371,8.0,9.0,9.0,9.0,8.0,8.0,1,0
1372,6.0,7.0,7.0,6.0,,,1,0
1373,7.0,7.0,7.0,8.0,,,1,0
1374,7.0,8.0,8.0,8.0,,,1,0
1375,7.0,7.0,7.0,6.0,6.0,,1,0
1376,7.0,7.0,8.0,8.0,8.0,8.0,1,0
1377,7.0,7.0,7.0,7.0,,,1,0
1378,8.0,8.0,9.0,8.0,,8.0,1,0
1379,7.0,6.0,6.0,7.0,,,1,0
1380,7.0,7.0,7.0,7.0,,,1,0
1381,6.0,7.0,7.0,7.0,7.0,,1,0
1382,6.0,8.0,7.0,6.0,6.0,,1,0
1383,8.0,8.0,8.0,8.0,8.0,7.0,1,0
1384,7.0,7.0,7.0,6.0,,5.0,1,0
1385,7.0,8.0,8.0,8.0,,,1,0
1386,4.0,6.0,7.0,7.0,7.0,7.0,1,0
1387,6.0,9.0,9.0,9.0,6.0,6.0,1,1
1388,8.0,7.0,8.0,7.0,6.0,5.0,1,0
1389,5.0,7.0,8.0,6.0,7.0,7.0,1,0
1390,4.0,6.0,7.0,4.0,6.0,6.0,1,0
1391,7.0,7.0,8.0,7.0,8.0,7.0,1,0
1392,5.0,6.0,6.0,5.0,6.0,7.0,1,0
1393,7.0,6.0,7.0,6.0,8.0,4.0,1,0
1394,7.0,7.0,7.0,7.0,6.0,6.0,1,0
1395,6.0,6.0,6.0,5.0,7.0,4.0,1,0
1396,8.0,8.0,8.0,8.0,8.0,7.0,1,1
1397,8.0,8.0,7.0,7.0,6.0,5.0,1,0
1398,6.0,7.0,6.0,5.0,7.0,6.0,1,0
1399,8.0,8.0,7.0,7.0,7.0,5.0,1,0
1400,3.0,7.0,8.0,4.0,9.0,5.0,1,0
1401,8.0,8.0,8.0,8.0,9.0,6.0,1,1
1402,8.0,7.0,8.0,6.0,8.0,9.0,1,1
1403,8.0,8.0,8.0,8.0,7.0,8.0,1,1
1404,10.0,10.0,10.0,,,,1,0
1405,10.0,10.0,10.0,,,,1,1
1406,10.0,10.0,10.0,,,,1,0
1407,10.0,10.0,10.0,,,,1,0
1408,10.0,10.0,10.0,,,,1,0
1409,10.0,10.0,10.0,,,,1,0
1410,10.0,10.0,10.0,,,,1,0
1411,10.0,10.0,10.0,,,,1,0
1412,10.0,10.0,10.0,,,,1,0
1413,10.0,10.0,10.0,,,,1,0
1414,10.0,10.0,10.0,10.0,,10.0,1,0
1415,10.0,10.0,10.0,,,10.0,1,0
1416,10.0,10.0,10.0,10.0,,10.0,1,0
1417,10.0,10.0,10.0,,,,1,0
1418,10.0,10.0,10.0,,10.0,,1,0
1419,10.0,10.0,10.0,,,,1,0
1420,10.0,10.0,10.0,,,,1,1
1421,10.0,10.0,10.0,,,,1,0
1422,4.0,7.0,8.0,5.0,7.0,3.0,1,0
1423,8.0,8.0,9.0,8.0,8.0,9.0,1,1
1424,4.0,4.0,3.0,4.0,2.0,4.0,1,0
1425,6.0,7.0,8.0,8.0,8.0,9.0,1,0
1426,5.0,4.0,6.0,7.0,5.0,5.0,1,0
1427,8.0,7.0,7.0,5.0,5.0,8.0,1,1
1428,4.0,8.0,7.0,4.0,3.0,2.0,1,1
1429,6.0,7.0,8.0,8.0,9.0,9.0,1,1
1430,4.0,6.0,7.0,7.0,7.0,7.0,1,0
1431,5.0,7.0,9.0,5.0,4.0,9.0,1,0
1432,5.0,8.0,7.0,4.0,8.0,5.0,1,0
1433,8.0,8.0,8.0,8.0,7.0,4.0,1,1
1434,6.0,7.0,5.0,4.0,5.0,8.0,1,0
1435,9.0,8.0,8.0,7.0,7.0,6.0,1,1
1436,6.0,8.0,8.0,6.0,5.0,0.0,1,0
1437,9.0,8.0,8.0,7.0,8.0,8.0,1,1
1438,6.0,7.0,8.0,5.0,7.0,7.0,1,1
1439,5.0,5.0,7.0,5.0,9.0,7.0,1,0
1440,4.0,7.0,8.0,7.0,7.0,4.0,1,0
1441,8.0,7.0,6.0,5.0,5.0,4.0,1,0
1442,8.0,8.0,7.0,7.0,8.0,8.0,1,0
1443,4.0,8.0,8.0,8.0,6.0,4.0,1,0
1444,6.0,9.0,8.0,7.0,8.0,4.0,1,0
1445,9.0,8.0,9.0,9.0,9.0,8.0,1,0
1446,6.0,9.0,9.0,8.0,8.0,7.0,1,0
1447,5.0,9.0,8.0,8.0,8.0,6.0,1,0
1448,5.0,8.0,9.0,8.0,7.0,5.0,1,0
1449,7.0,9.0,9.0,9.0,7.0,9.0,1,0
1450,8.0,10.0,9.0,9.0,7.0,8.0,1,1
1451,6.0,8.0,8.0,8.0,6.0,4.0,1,0
1452,7.0,8.0,9.0,9.0,9.0,8.0,1,0
1453,9.0,8.0,8.0,9.0,8.0,7.0,1,0
1454,8.0,7.0,7.0,2.0,4.0,2.0,1,0
1455,9.0,7.0,9.0,9.0,9.0,8.0,1,0
1456,9.0,8.0,8.0,7.0,6.0,6.0,1,0
1457,8.0,9.0,10.0,10.0,8.0,7.0,1,1
1458,7.0,7.0,8.0,8.0,,6.0,1,0
1459,7.0,,6.0,5.0,,,1,0
1460,7.0,,6.0,5.0,,,1,0
1461,6.0,8.0,8.0,6.0,,,1,0
1462,6.0,8.0,7.0,,,,1,0
1463,8.0,8.0,7.0,7.0,,,1,0
1464,9.0,8.0,8.0,9.0,7.0,8.0,1,0
1465,8.0,8.0,8.0,7.0,,6.0,1,0
1466,8.0,9.0,8.0,7.0,,6.0,1,0
1467,7.0,7.0,7.0,8.0,,7.0,1,0
1468,9.0,8.0,8.0,9.0,,6.0,1,0
1469,8.0,6.0,6.0,6.0,,,1,0
1470,8.0,8.0,8.0,7.0,,,1,0
1471,8.0,9.0,9.0,6.0,9.0,2.0,1,0
1472,6.0,9.0,9.0,6.0,8.0,6.0,1,0
1473,8.0,7.0,7.0,8.0,,,1,0
1474,9.0,8.0,8.0,7.0,,,1,0
1475,9.0,8.0,8.0,8.0,,7.0,1,0
1476,5.0,7.0,8.0,10.0,6.0,9.0,1,0
1477,4.0,5.0,6.0,6.0,6.0,6.0,1,0
1478,5.0,5.0,6.0,3.0,6.0,5.0,1,0
1479,4.0,4.0,4.0,4.0,6.0,3.0,1,0
1480,10.0,9.0,8.0,7.0,7.0,10.0,1,1
1481,10.0,9.0,7.0,8.0,8.0,9.0,1,0
1482,6.0,5.0,8.0,9.0,8.0,5.0,1,0
1483,10.0,9.0,8.0,8.0,5.0,6.0,1,0
1484,9.0,8.0,7.0,5.0,5.0,4.0,1,0
1485,5.0,6.0,7.0,2.0,7.0,3.0,1,0
1486,6.0,8.0,8.0,8.0,8.0,5.0,1,0
1487,8.0,6.0,6.0,7.0,4.0,3.0,1,0
1488,5.0,5.0,6.0,6.0,7.0,5.0,1,0
1489,3.0,7.0,7.0,1.0,3.0,2.0,1,0
1490,3.0,7.0,7.0,2.0,2.0,2.0,1,0
1491,7.0,7.0,8.0,8.0,10.0,7.0,1,0
1492,7.0,8.0,8.0,6.0,8.0,7.0,1,0
1493,7.0,7.0,7.0,6.0,6.0,5.0,1,0
1494,6.0,8.0,9.0,7.0,7.0,7.0,1,0
1495,6.0,7.0,7.0,7.0,7.0,5.0,1,0
1496,6.0,7.0,6.0,6.0,6.0,6.0,1,0
1497,5.0,7.0,8.0,6.0,7.0,6.0,1,0
1498,7.0,8.0,8.0,6.0,7.0,6.0,1,0
1499,8.0,8.0,8.0,8.0,8.0,8.0,1,0
1500,6.0,7.0,6.0,6.0,6.0,3.0,1,0
1501,8.0,8.0,8.0,8.0,8.0,8.0,1,0
1502,7.0,7.0,9.0,8.0,8.0,7.0,1,0
1503,6.0,7.0,8.0,8.0,7.0,7.0,1,0
1504,6.0,7.0,7.0,7.0,7.0,6.0,1,0
1505,8.0,7.0,7.0,7.0,7.0,8.0,1,0
1506,7.0,6.0,7.0,6.0,7.0,6.0,1,0
1507,8.0,7.0,8.0,7.0,8.0,5.0,1,0
1508,6.0,7.0,8.0,5.0,5.0,5.0,1,0
1509,8.0,8.0,8.0,8.0,8.0,8.0,1,1
1510,6.0,6.0,6.0,6.0,6.0,6.0,1,0
1511,6.0,7.0,7.0,8.0,7.0,6.0,1,0
1512,6.0,8.0,7.0,6.0,6.0,5.0,1,0
1513,6.0,6.0,6.0,6.0,6.0,7.0,1,0
1514,6.0,8.0,6.0,6.0,4.0,4.0,1,0
1515,6.0,8.0,7.0,7.0,7.0,4.0,1,1
1516,6.0,9.0,8.0,6.0,7.0,4.0,1,0
1517,8.0,6.0,7.0,7.0,7.0,6.0,1,1
1518,7.0,8.0,7.0,8.0,6.0,5.0,1,0
1519,7.0,6.0,6.0,7.0,7.0,5.0,1,0
1520,6.0,6.0,6.0,6.0,6.0,5.0,1,0
1521,6.0,8.0,6.0,6.0,5.0,5.0,1,0
1522,7.0,7.0,7.0,8.0,7.0,6.0,1,1
1523,7.0,6.0,6.0,6.0,6.0,5.0,1,0
1524,6.0,6.0,6.0,6.0,6.0,5.0,1,0
1525,7.0,7.0,7.0,6.0,7.0,6.0,1,1
1526,10.0,10.0,10.0,10.0,10.0,10.0,1,0
1527,8.0,7.0,7.0,6.0,8.0,6.0,1,0
1528,9.0,8.0,6.0,6.0,6.0,6.0,1,0
1529,7.0,8.0,6.0,8.0,6.0,6.0,1,1
1530,7.0,7.0,8.0,9.0,8.0,7.0,1,1
1531,8.0,7.0,8.0,8.0,7.0,7.0,1,1
1532,5.0,8.0,8.0,6.0,4.0,6.0,1,0
1533,5.0,9.0,8.0,9.0,5.0,6.0,1,0
1534,6.0,9.0,9.0,6.0,5.0,7.0,1,1
1535,8.0,7.0,9.0,8.0,10.0,5.0,1,0
1536,8.0,7.0,7.0,6.0,7.0,6.0,1,1
1537,8.0,9.0,8.0,7.0,5.0,8.0,1,0
1538,7.0,9.0,9.0,8.0,7.0,9.0,1,1
1539,7.0,7.0,8.0,7.0,6.0,7.0,1,0
1540,8.0,8.0,8.0,8.0,7.0,6.0,1,1
1541,8.0,7.0,7.0,6.0,7.0,5.0,1,0
1542,7.0,8.0,8.0,8.0,7.0,7.0,1,0
1543,7.0,8.0,9.0,6.0,8.0,5.0,1,0
1544,6.0,7.0,7.0,5.0,6.0,5.0,1,0
1545,8.0,8.0,10.0,9.0,7.0,7.0,1,1
1546,8.0,7.0,8.0,7.0,6.0,6.0,1,1
1547,8.0,7.0,8.0,7.0,6.0,5.0,1,0
1548,8.0,3.0,7.0,8.0,4.0,,1,0
1549,7.0,5.0,7.0,6.0,4.0,,1,0
1550,10.0,10.0,10.0,8.0,8.0,,1,1
1551,8.0,10.0,10.0,6.0,9.0,8.0,1,0
1552,8.0,10.0,7.0,3.0,10.0,4.0,1,0
1553,9.0,5.0,6.0,3.0,10.0,9.0,1,0
1554,6.0,10.0,5.0,5.0,3.0,,1,0
1555,10.0,10.0,10.0,10.0,10.0,10.0,1,0
1556,10.0,10.0,10.0,8.0,8.0,8.0,1,0
1557,6.0,10.0,6.0,3.0,6.0,,1,0
1558,8.0,6.0,7.0,8.0,9.0,1.0,1,0
1559,7.0,3.0,6.0,8.0,4.0,,1,0
1560,8.0,10.0,8.0,8.0,6.0,5.0,1,0
1561,8.0,8.0,8.0,8.0,10.0,,1,0
1562,6.0,10.0,8.0,3.0,,4.0,1,0
1563,10.0,10.0,10.0,10.0,10.0,10.0,1,1
1564,6.0,10.0,4.0,4.0,6.0,,1,0
1565,9.0,10.0,10.0,8.0,8.0,8.0,1,0
1566,9.0,9.0,9.0,9.0,9.0,9.0,1,1
1567,6.0,8.0,8.0,8.0,9.0,7.0,1,1
1568,6.5,7.0,6.5,5.0,5.0,5.0,1,1
1569,6.0,8.0,9.0,7.0,6.0,5.0,1,1
1570,6.0,8.0,8.0,5.5,6.0,2.0,1,0
1571,10.0,9.0,9.0,9.0,9.0,8.0,1,0
1572,8.0,8.0,8.0,8.0,7.0,7.5,1,1
1573,9.0,10.0,9.0,8.0,7.0,6.5,1,1
1574,7.0,7.0,8.5,6.5,9.0,4.0,1,0
1575,8.0,8.0,7.0,8.0,6.0,8.0,1,1
1576,8.0,8.0,8.0,7.0,8.0,8.0,1,1
1577,9.0,9.0,9.0,9.0,9.0,8.5,1,1
1578,9.0,9.0,9.0,9.0,9.0,9.0,1,0
1579,8.0,7.0,9.0,6.0,9.0,4.0,1,0
1580,7.0,8.0,8.0,6.0,6.0,2.0,1,0
1581,8.0,9.0,8.0,8.0,8.0,7.0,1,1
1582,9.0,9.0,9.0,9.0,9.0,8.0,1,1
1583,7.5,8.5,9.0,9.5,9.5,9.0,1,0
1584,7.0,7.0,8.0,7.0,5.0,8.0,1,0
1585,9.0,6.0,7.0,6.0,5.0,3.0,1,0
1586,7.0,7.0,5.0,5.0,4.0,3.0,1,0
1587,7.0,8.0,7.0,7.0,4.0,7.0,1,1
1588,6.0,8.0,8.0,7.0,6.0,2.0,1,0
1589,8.0,7.0,6.0,7.0,6.0,6.0,1,1
1590,6.0,7.0,6.0,7.0,5.0,4.0,1,0
1591,6.0,7.0,5.0,7.0,6.0,4.0,1,0
1592,7.0,8.0,9.0,8.0,8.0,5.0,1,1
1593,7.0,7.0,6.0,5.0,4.0,3.0,1,0
1594,8.0,6.0,8.0,7.0,7.0,5.0,1,1
1595,7.0,7.0,6.0,6.0,7.0,3.0,1,0
1596,8.0,9.0,7.0,8.0,5.0,4.0,1,0
1597,6.0,5.0,7.0,6.0,6.0,4.0,1,0
1598,6.0,8.0,7.0,6.0,5.0,3.0,1,0
1599,8.0,7.0,7.0,9.0,8.0,4.0,1,0
1600,8.0,7.0,6.0,6.0,8.0,2.0,1,0
1601,8.0,8.0,7.0,7.0,6.0,4.0,1,0
1602,8.0,10.0,8.0,8.0,8.0,7.0,1,1
1603,7.0,10.0,8.0,7.0,5.0,4.0,1,0
1604,7.0,10.0,8.0,8.0,8.0,3.0,1,1
1605,7.0,10.0,7.0,7.0,7.0,5.0,1,0
1606,7.0,10.0,7.0,7.0,7.0,5.0,1,1
1607,8.0,10.0,8.0,6.0,8.0,5.0,1,0
1608,7.0,10.0,8.0,8.0,7.0,5.0,1,1
1609,7.0,10.0,8.0,7.0,7.0,5.0,1,0
1610,7.0,10.0,8.0,8.0,6.0,7.0,1,0
1611,7.0,10.0,8.0,8.0,7.0,4.0,1,0
1612,7.0,10.0,8.0,8.0,7.0,8.0,1,1
1613,7.0,10.0,8.0,8.0,7.0,8.0,1,0
1614,7.0,10.0,7.0,6.0,6.0,7.0,1,0
1615,8.0,10.0,8.0,6.0,8.0,3.0,1,0
1616,7.0,10.0,8.0,6.0,8.0,3.0,1,1
1617,10.0,10.0,8.0,7.0,8.0,5.0,1,1
1618,9.0,10.0,8.0,6.0,8.0,3.0,1,1
1619,7.0,10.0,8.0,7.0,7.0,3.0,1,0
1620,6.0,6.0,8.0,8.0,7.0,3.0,1,1
1621,6.0,7.0,8.0,6.0,9.0,8.0,1,0
1622,5.0,5.0,7.0,4.0,6.0,,1,0
1623,5.0,8.0,9.0,8.0,6.0,,1,0
1624,6.0,8.0,8.0,6.0,9.0,,1,0
1625,5.0,5.0,8.0,5.0,10.0,5.0,1,0
1626,6.0,8.0,9.0,8.0,6.0,7.0,1,0
1627,7.0,8.0,9.0,8.0,8.0,,1,0
1628,8.0,6.0,7.0,6.0,8.0,,1,0
1629,6.0,8.0,8.0,8.0,8.0,,1,0
1630,7.0,8.0,9.0,8.0,7.0,8.0,1,1
1631,7.0,8.0,8.0,7.0,9.0,,1,0
1632,6.0,8.0,8.0,7.0,6.0,6.0,1,0
1633,5.0,7.0,8.0,5.0,9.0,6.0,1,0
1634,5.0,6.0,8.0,4.0,,,1,0
1635,8.0,8.0,8.0,7.0,8.0,,1,1
1636,9.0,,8.0,8.0,7.0,5.0,1,1
1637,5.0,7.0,8.0,7.0,8.0,8.0,1,0
1638,3.0,4.0,8.0,8.0,6.0,4.0,1,0
1639,6.0,7.0,7.0,5.0,6.0,5.0,1,0
1640,4.0,4.0,5.0,2.0,2.0,3.0,1,0
1641,3.0,6.0,5.0,5.0,3.0,7.0,1,0
1642,5.0,5.0,6.0,3.0,5.0,5.0,1,0
1643,4.0,4.0,7.0,6.0,8.0,3.0,1,0
1644,5.0,6.0,5.0,5.0,5.0,3.0,1,0
1645,3.0,7.0,6.0,7.0,5.0,8.0,1,0
1646,2.0,6.0,6.0,5.0,5.0,3.0,1,0
1647,3.0,8.0,7.0,6.0,7.0,6.0,1,0
1648,5.0,6.0,7.0,4.0,7.0,3.0,1,0
1649,7.0,6.0,7.0,5.0,5.0,4.0,1,0
1650,6.0,6.0,7.0,5.0,5.0,4.0,1,0
1651,7.0,7.0,6.0,6.0,8.0,7.0,1,0
1652,3.0,8.0,5.0,4.0,5.0,7.0,1,0
1653,8.0,7.0,8.0,5.0,6.0,6.0,1,0
1654,7.0,6.0,6.0,3.0,4.0,4.0,1,0
1655,5.0,7.0,7.0,5.0,5.0,5.0,1,0
1746,9.0,9.0,9.0,9.0,9.0,9.0,1,1
1747,10.0,10.0,10.0,10.0,10.0,10.0,1,0
1748,6.0,10.0,7.0,7.0,7.0,7.0,1,0
1749,10.0,10.0,10.0,10.0,10.0,10.0,1,0
1750,10.0,10.0,10.0,10.0,10.0,10.0,1,1
1751,10.0,10.0,10.0,10.0,10.0,10.0,1,0
1752,9.0,9.0,8.0,7.0,8.0,7.0,1,0
1753,6.0,7.0,7.0,7.0,7.0,7.0,1,1
1754,6.0,9.0,8.0,7.0,6.0,6.0,1,0
1755,6.0,10.0,8.0,8.0,8.0,8.0,1,0
1756,9.0,7.0,7.0,6.0,4.0,5.0,1,0
1757,6.0,5.0,5.0,4.0,4.0,5.0,1,0
1758,4.0,6.0,6.0,5.0,4.0,5.0,1,0
1759,4.0,5.0,4.0,4.0,5.0,4.0,1,0
1760,6.0,5.0,5.0,4.0,4.0,6.0,1,0
1761,6.0,6.0,5.0,6.0,5.0,6.0,1,0
1762,6.0,4.0,5.0,6.0,7.0,7.0,1,0
1763,9.0,6.0,8.0,5.0,7.0,4.0,1,0
1764,5.0,4.0,5.0,4.0,5.0,4.0,1,0
1765,4.0,5.0,5.0,4.0,5.0,5.0,1,0
1766,6.0,7.0,7.0,4.0,4.0,5.0,1,0
1767,7.0,6.0,7.0,5.0,5.0,8.0,1,0
1768,5.0,6.0,8.0,7.0,7.0,7.0,1,0
1769,6.0,2.0,4.0,4.0,4.0,6.0,1,0
1770,5.0,4.0,3.0,2.0,5.0,4.0,1,0
1771,8.0,7.0,6.0,5.0,5.0,5.0,1,0
1772,9.0,8.0,4.0,5.0,3.0,2.0,1,0
1773,7.0,5.0,6.0,6.0,8.0,7.0,1,0
1774,2.0,7.0,9.0,6.0,7.0,7.0,1,0
1775,6.0,7.0,7.0,6.0,7.0,7.0,1,0
1776,9.0,8.0,9.0,9.0,8.0,7.0,1,1
1777,8.0,8.0,7.0,7.0,7.0,6.0,1,1
1778,5.0,8.0,8.0,6.0,7.0,5.0,1,0
1779,10.0,10.0,9.0,10.0,9.0,10.0,1,1
1780,10.0,10.0,10.0,10.0,10.0,10.0,1,1
1781,10.0,5.0,6.0,10.0,10.0,10.0,1,1
1782,8.0,8.0,6.0,6.0,6.0,7.0,1,1
1783,9.0,8.0,7.0,8.0,7.0,7.0,1,1
1784,4.0,6.0,6.0,5.0,4.0,2.0,1,0
1785,7.0,7.0,6.0,6.0,5.0,5.0,1,0
1786,7.0,8.0,7.0,6.0,6.0,6.0,1,1
1787,6.0,8.0,9.0,9.0,8.0,6.0,1,1
1788,6.0,7.0,7.0,6.0,7.0,7.0,1,0
1789,5.0,7.0,6.0,6.0,6.0,5.0,1,0
1790,7.0,6.0,8.0,9.0,7.0,7.0,1,0
1791,7.0,7.0,7.0,7.0,7.0,8.0,1,0
1792,6.0,9.0,8.0,9.0,7.0,7.0,1,0
1793,7.0,7.0,7.0,7.0,6.0,8.0,1,0
1794,4.0,8.0,7.0,6.0,6.0,5.0,1,0
1795,7.0,7.0,6.0,8.0,8.0,6.0,1,0
1796,10.0,7.0,9.0,10.0,8.0,10.0,1,1
1797,5.0,5.0,5.0,5.0,5.0,5.0,1,0
1798,5.0,7.0,7.0,2.0,5.0,2.0,1,0
1799,7.0,3.0,7.0,10.0,7.0,8.0,1,1
1800,7.0,7.0,7.0,7.0,5.0,5.0,1,1
1801,7.0,7.0,8.0,8.0,10.0,6.0,1,0
1802,9.0,8.0,8.0,6.0,7.0,3.0,1,1
1803,8.0,5.0,7.0,8.0,5.0,6.0,1,0
1804,5.0,8.0,7.0,0.0,5.0,0.0,1,0
1805,7.0,7.0,6.0,5.0,5.0,5.0,1,0
1806,10.0,9.0,8.0,9.0,9.0,7.0,1,1
1807,7.0,9.0,9.0,8.0,8.0,8.0,1,1
1808,7.0,9.0,9.0,8.0,8.0,7.0,1,1
1809,9.0,7.0,6.0,10.0,8.0,7.0,1,1
1810,7.0,7.0,7.0,7.0,8.0,6.0,1,0
1811,8.0,8.0,9.0,9.0,7.0,7.0,1,0
1812,9.0,8.0,9.0,7.0,8.0,8.0,1,1
1813,8.0,8.0,10.0,10.0,8.0,7.0,1,1
1814,6.0,9.0,7.0,7.0,8.0,7.0,1,0
1815,8.0,9.0,9.0,8.0,8.0,8.0,1,0
1816,9.0,8.0,9.0,10.0,8.0,8.0,1,1
1817,7.0,8.0,8.0,7.0,7.0,7.0,1,0
1818,6.0,9.0,8.0,7.0,,,1,0
1819,8.0,8.0,8.0,7.0,6.0,10.0,1,0
1820,7.0,,8.0,8.0,8.0,8.0,1,1
1821,8.0,9.0,10.0,9.0,5.0,9.0,1,0
1822,10.0,10.0,10.0,10.0,9.0,,1,1
1823,9.0,8.0,8.0,10.0,9.0,8.0,1,0
1824,7.0,8.0,10.0,6.0,5.0,6.0,1,0
1825,7.0,8.0,9.0,10.0,7.0,,1,0
1826,5.0,5.0,5.0,2.0,1.0,2.0,1,0
1827,3.0,3.0,5.0,6.0,1.0,1.0,1,0
1828,1.0,1.0,6.0,2.0,5.0,1.0,1,0
1829,6.0,5.0,5.0,4.0,3.0,2.0,1,0
1830,3.0,7.0,2.0,1.0,1.0,1.0,1,0
1831,6.0,6.0,6.0,3.0,8.0,2.0,1,0
1832,7.0,6.0,6.0,6.0,6.0,6.0,1,1
1833,9.0,6.0,8.0,6.0,6.0,6.0,1,1
1834,2.0,1.0,3.0,1.0,1.0,1.0,1,0
1835,1.0,5.0,5.0,4.0,3.0,1.0,1,0
1836,5.0,5.0,5.0,5.0,5.0,5.0,1,0
1837,5.0,5.0,5.0,5.0,5.0,5.0,1,0
1838,5.0,5.0,5.0,5.0,5.0,5.0,1,0
1839,,,,,,,1,0
1840,5.0,5.0,5.0,5.0,5.0,5.0,1,0
1841,,,,,,,1,0
1842,6.0,6.0,6.0,6.0,6.0,6.0,1,0
1843,6.0,6.0,7.0,6.0,6.0,2.0,1,0
1844,7.0,5.0,10.0,6.0,7.0,2.0,1,0
1845,6.0,6.0,7.0,6.0,5.0,2.0,1,0
1871,8.0,8.0,9.0,8.0,9.0,7.0,1,0
1872,6.0,10.0,10.0,6.0,7.0,5.0,1,0
1873,9.0,9.0,9.0,8.0,8.0,7.0,1,1
1874,7.0,8.0,8.0,7.0,7.0,6.0,1,0
1875,6.0,8.0,9.0,7.0,9.0,6.0,1,0
1876,8.0,7.0,4.0,6.0,6.0,4.0,1,0
1877,3.0,8.0,8.0,9.0,8.0,1.0,1,0
1878,3.0,8.0,8.0,2.0,7.0,1.0,1,0
1879,4.0,6.0,6.0,1.0,7.0,1.0,1,0
1880,7.0,8.0,10.0,9.0,9.0,8.0,1,1
1881,8.0,,8.0,8.0,7.0,,1,0
1882,6.0,8.0,10.0,6.0,8.0,,1,0
1883,7.0,9.0,9.0,7.0,6.0,,1,0
1884,6.0,,,6.0,5.0,,1,0
1885,8.0,8.0,,8.0,8.0,,1,0
1886,7.0,7.0,7.0,7.0,7.0,7.0,1,1
1887,5.0,9.0,8.0,6.0,8.0,6.0,1,0
1888,6.5,8.0,7.5,7.0,7.0,,1,0
1889,6.5,8.0,8.0,7.0,7.0,7.0,1,1
