SameField,SameRegion,SameRace,SharedInterest,match
1,1,1,0.69710993289792,0
0,1,1,0.4038046265173613,1
0,1,1,0.49467750683301687,1
0,1,1,0.7128273139619595,0
0,0,0,0.7628944949992174,0
0,1,0,0.6824742394416892,0
1,0,0,0.5364566169800971,1
0,0,0,0.29605452953850486,0
0,0,0,0.8400472946305246,0
0,0,1,0.8078079850917219,1
0,0,1,0.6638914722656455,0
0,0,1,0.3033296475223791,1
0,0,1,0.3604831450717072,0
0,0,1,0.5371876485897854,1
0,1,0,0.3102188326101698,0
0,0,0,0.7589883262294002,0
0,1,0,0.6620759075495244,0
0,1,0,0.5404227305310703,0
1,1,0,0.6647435897435898,0
0,1,1,0.7088834993726115,1
0,1,1,0.6438468526025467,0
0,1,1,0.4116447925979248,0
0,1,1,0.3770234726125557,0
1,1,1,0.4810391647247205,0
0,0,0,0.6087010150154908,0
0,1,0,0.5005441627523004,0
0,1,0,0.5318790459128395,0
0,1,0,0.3378857859178783,0
0,1,0,0.8436510737549139,0
0,1,0,0.8847486407005828,1
1,1,0,0.7348383239180588,0
0,1,0,0.3856523207227656,1
0,1,0,0.5529935275080906,1
0,1,0,0.5487074092846239,1
0,0,0,0.4969208460057366,1
0,1,0,0.7296668509386597,0
0,1,0,0.6929044950472301,1
0,1,0,0.34812927260734194,0
0,1,0,0.8197043771570681,0
1,1,0,0.7642402896332656,1
0,1,0,0.8447170558410997,0
0,1,0,0.31673457009914796,0
0,1,0,0.5154305599331247,1
0,1,0,0.6768263684461461,0
0,0,0,0.39958876205196436,1
0,1,0,0.7666545678711483,0
0,1,0,0.5872405558081032,0
0,1,0,0.3800041469850216,0
0,1,0,0.9085399688127277,0
0,1,1,0.8432769999130384,0
1,1,1,0.5729587413107631,0
0,1,1,0.2859674646893392,0
0,1,1,0.4863991812393743,0
0,1,1,0.5556859586470942,0
0,0,0,0.43136851997484743,0
0,1,0,0.7799527070169265,0
1,1,0,0.5428247770927314,0
1,1,1,0.5963421913226776,0
0,0,0,0.7556335384640988,0
1,0,1,0.48968578753741204,1
1,0,0,0.507821829032565,0
0,0,1,0.4422949114737167,0
0,0,0,0.29057757342909935,0
1,1,1,0.6197356091554586,0
0,0,0,0.37407061917398354,0
0,0,0,0.6014912085951298,0
0,1,0,0.429755845731887,1
0,1,1,0.4394801974603803,0
0,0,0,0.5769853818507278,0
0,0,1,0.423408896188274,0
0,0,0,0.44289298307599256,0
0,0,0,0.4267754391755739,0
0,0,1,0.32387089947958314,0
0,0,0,0.6386468570127004,0
0,0,1,0.2994601707090663,1
0,0,0,0.4835645120961557,1
0,1,1,0.6632331749452285,0
0,0,1,0.30660590744251104,1
0,1,0,0.44350007628934046,0
0,1,1,0.517947129517362,0
0,1,0,0.3930458027382546,0
0,1,1,0.3056699231568098,0
0,1,1,0.23618287368256102,0
1,1,1,0.31314090841952996,0
0,1,0,0.3941163836744061,0
0,1,1,0.2358911694713124,1
0,1,0,0.2701400619224721,1
0,1,1,0.22155025050116434,1
0,0,0,0.3688236177405456,0
0,0,1,0.36021362768475085,1
0,0,1,0.5342555029772429,1
0,1,1,0.39879022733804537,1
0,0,1,0.7319932768909324,0
0,1,1,0.814415590773323,0
0,0,0,0.5813914274351439,0
0,0,1,0.596345583755629,0
0,0,0,0.806868706437399,0
0,0,1,0.8264704564301255,0
0,0,1,0.7708999686766909,0
1,0,1,0.7890642865240839,0
0,0,0,0.5705677387912431,0
0,0,1,0.6428681657293794,0
0,0,0,0.7024350887489479,0
0,0,1,0.6668526809608587,0
0,0,0,0.7684617616901274,0
0,0,1,0.7286070402717042,0
0,0,1,0.5933144868167434,0
0,0,1,0.5014984723369276,0
1,1,1,0.4242039774238052,0
1,0,1,0.7182481270933098,0
0,1,0,0.8413241340751698,0
1,1,1,0.7552078480752515,0
1,1,0,0.6679733826951342,1
1,1,1,0.6090736192937473,0
1,1,1,0.6755928111975562,0
0,1,1,0.5440807443763183,0
0,1,0,0.7200369659878191,0
1,1,1,0.7328260955239995,0
1,1,0,0.55884898863365,0
1,1,1,0.7892468802338071,0
1,0,0,0.4838858957097757,0
0,0,1,0.7624938204071937,0
0,0,1,0.794749771473195,0
1,1,1,0.8552024699185168,0
1,1,1,0.7402433256382908,0
1,0,1,0.8290641663295881,0
0,1,0,0.47094031016595445,0
1,1,1,0.502200895352287,0
1,1,0,0.6915040511853858,0
1,1,1,0.7202468216868207,0
1,1,1,0.5726500097758893,0
0,1,1,0.8671869657607827,0
0,1,0,0.4982742985852058,0
1,1,1,0.47423340998817076,0
1,1,0,0.5865819525877385,0
1,1,1,0.4797577809035878,0
1,0,0,0.8493636610957828,0
0,0,1,0.7213321632775024,0
0,0,1,0.46302256350154614,0
1,1,1,0.2713386447229392,0
0,1,1,0.6778966252792458,0
0,0,1,0.8325074645370723,0
0,1,0,0.5378350742372179,0
0,1,1,0.553416309519486,0
0,1,0,0.6725862342777366,0
0,1,1,0.8327633095633942,0
0,1,1,0.6904257719614264,1
0,1,1,0.914115464502031,0
0,1,0,0.592553146251927,0
0,1,1,0.5815334969839174,0
0,1,0,0.5999926961983615,0
0,1,1,0.5378250911870841,0
0,0,0,0.865278279213329,0
0,0,1,0.796034343703007,0
0,0,1,0.4506438565491309,0
0,1,1,0.40976933057447,0
0,1,0,0.3571856377133491,0
0,0,0,0.5942516844885701,0
1,1,0,0.5456150626981278,1
0,1,0,0.4359500215175679,0
0,1,1,0.5078083280894465,0
0,1,0,0.6820586180746693,0
0,1,0,0.6693321066180745,0
0,1,0,0.7674547958656047,1
1,1,0,0.6142527470882865,1
0,1,0,0.5746676359513386,0
0,1,1,0.6267085074947993,0
0,1,0,0.6366997207535466,1
0,0,1,0.6937041452394549,0
1,0,0,0.6442050867120821,0
1,0,0,0.4230536234734471,1
0,1,0,0.5038990936094097,0
0,1,0,0.5446983265321893,0
0,0,0,0.7661447765541007,0
1,1,0,0.4240842455167178,0
0,1,0,0.4340538741255443,0
0,1,1,0.5536403551731993,0
0,1,0,0.775745317707407,0
0,1,0,0.6777723604890511,0
0,1,0,0.8867693989317101,0
1,1,0,0.5468512111426401,0
0,1,0,0.5604397322905703,0
0,1,1,0.6476139670508265,0
0,1,0,0.5374245999058892,1
0,0,1,0.8710271269152561,0
1,0,0,0.6793720984159941,0
1,0,0,0.3468621784402718,0
0,1,0,0.33186812538310717,0
0,1,1,0.5383986047611076,0
0,0,1,0.6908424198851522,0
0,1,0,0.45458151191778284,1
0,1,1,0.40610204205237227,0
0,1,0,0.8250803782070386,0
0,1,1,0.697826084967085,0
0,1,1,0.6806334414136604,0
1,1,1,0.5544995005748306,0
0,1,0,0.5979416320628732,1
0,1,1,0.5766577622648403,0
0,1,0,0.5388192205830915,0
0,1,1,0.6966135410671179,0
0,0,0,0.6516177772594218,0
0,0,1,0.6868428213264599,1
0,0,1,0.4229923216664583,1
0,1,1,0.5655012134096039,1
1,1,1,0.469474787441109,0
1,0,1,0.39654262464879214,0
0,1,0,0.43286188958438926,0
1,1,1,0.3573986261937634,0
1,1,0,0.6195988321221974,0
1,1,1,0.5614481096433358,0
1,1,1,0.6315858698164473,0
0,1,1,0.4762559394719096,1
0,1,0,0.7436274213320706,0
1,1,1,0.5184850030949726,1
1,1,0,0.5803583560959048,0
1,1,1,0.5613388798564186,0
1,0,0,0.5439774485427429,0
0,0,1,0.5387207237751407,0
0,0,1,0.4571475829630851,0
1,1,1,0.6445568539673134,0
0,1,1,0.5927366402735524,0
0,0,1,0.7134004451979471,0
0,1,0,0.5292107106756044,0
0,1,1,0.3743527467511722,0
0,1,0,0.710814106633106,1
0,1,1,0.803888054821492,0
0,1,1,0.7493925231384793,0
1,1,1,0.7242536837873961,0
0,1,0,0.7423208736862328,0
0,1,1,0.5774240480347024,0
0,1,0,0.6694221219185061,0
0,1,1,0.7230689259246161,0
0,0,0,0.8330649151669964,0
0,0,1,0.6357474755180568,0
0,0,1,0.4922737620597466,0
0,1,1,0.5422272188295681,1
0,0,0,0.8193829949193397,0
0,0,0,0.851488878533167,0
0,0,0,0.5955776884456252,0
0,0,0,0.5930286518837092,0
0,0,1,0.8395112559643761,0
0,0,0,0.8304104829258157,0
0,0,0,0.6880936611943067,1
1,0,0,0.8225670444234167,1
0,0,0,0.5791796469126234,0
0,0,0,0.5529769913101961,1
0,0,1,0.6638832092457709,0
0,0,0,0.5871701688853905,0
0,0,1,0.7917694124865128,0
0,0,0,0.7948377687764939,0
0,0,0,0.6362968856923182,0
0,0,0,0.455087436897802,0
1,0,0,0.680201149173228,0
1,0,0,0.7731558377511883,1
0,0,0,0.6997853167370865,0
1,0,0,0.6960912750460778,0
1,0,1,0.682368276227177,0
1,0,0,0.7707774328488477,1
1,0,0,0.7144928420505288,0
0,0,0,0.7756450569660863,0
0,0,0,0.6967121263753406,0
1,0,0,0.6049264664842575,0
1,0,1,0.643462860422908,0
1,0,0,0.5963045608801324,0
1,0,1,0.6822690086491607,0
0,0,0,0.9056627781326376,1
0,0,0,0.7074646349557036,0
1,0,0,0.5680366498505053,0
0,1,1,0.5289706146623113,0
0,0,1,0.8059531884750497,0
1,1,0,0.8261326646050706,0
0,1,1,0.8256609229470793,1
0,1,0,0.5588598732556037,0
0,1,1,0.7348971270870229,1
0,1,1,0.8533817438136622,0
0,1,1,0.7548869599363972,0
1,1,0,0.6851356115796616,1
0,1,1,0.8889348796184873,0
0,1,0,0.7744056268920808,0
0,1,1,0.8137829439415358,1
0,0,0,0.6276006188830102,0
1,0,1,0.8193266775235537,1
1,0,1,0.7289240176561657,1
0,1,1,0.7570421193277619,1
0,1,1,0.6400832596796828,0
0,0,1,0.7660050332289059,0
1,1,0,0.5734872834477794,0
0,1,1,0.496723412371872,1
0,1,0,0.6366145627673729,0
0,1,1,0.7746617060466605,0
0,1,1,0.7294691664990147,0
0,1,1,0.8852034533071843,0
1,1,0,0.7002996249671909,0
0,1,1,0.5936245668430473,0
0,1,0,0.6390008733836297,0
0,1,1,0.6265100413955529,0
0,0,0,0.9228625319198578,0
1,0,1,0.761103252547849,0
1,0,1,0.5247683655314141,0
0,1,1,0.4414580623254667,0
0,1,0,0.7332022701806497,0
0,0,0,0.6844467516924787,0
1,1,1,0.5079214268906596,1
0,1,0,0.4859227061801315,0
0,1,0,0.7288657950485088,0
0,1,0,0.6136726528533138,1
0,1,0,0.5565322699442115,0
0,1,0,0.8254966467236935,0
1,1,0,0.6291840082808603,0
0,1,0,0.5012414870660603,0
0,1,0,0.5113163241295137,0
0,1,0,0.488225446534183,0
0,0,0,0.878342985167841,0
1,0,0,0.6064301446135227,0
1,0,0,0.491685639843566,1
0,1,0,0.4277750038053826,1
0,1,0,0.563972278516097,0
0,0,0,0.6851013180629824,0
1,1,0,0.7620181481690793,0
0,1,0,0.7886056792938843,0
0,1,1,0.6365443849921993,0
0,1,0,0.6291007440463218,0
0,1,0,0.8180209617892721,0
0,1,0,0.5155018339605921,0
1,1,0,0.6236801430124802,0
0,1,0,0.8413768371184258,0
0,1,1,0.690323478571334,0
0,1,0,0.8196516350329797,1
0,0,1,0.4641732207108583,0
1,0,0,0.8066809143104976,0
1,0,0,0.7525175349027309,0
0,1,0,0.7388153945671804,0
1,1,0,0.6474344149454629,1
0,1,1,0.7129035699408421,0
0,1,1,0.683566337531491,0
1,1,0,0.8573505925798652,1
0,1,0,0.7627246444132169,0
0,0,0,0.6080547276884458,0
0,0,0,0.6257084555289897,0
1,1,0,0.6428427224788558,0
1,1,0,0.4919757407654204,0
0,1,1,0.6975517499745276,0
0,1,0,0.6504965052683992,0
0,1,0,0.722024048699523,0
0,1,0,0.7537862634826156,0
0,1,0,0.7549313663287138,0
0,1,0,0.7383656473113981,1
1,0,1,0.5479560585305293,0
1,0,0,0.5885622286164948,1
0,1,0,0.7764039954927995,0
0,1,0,0.5417855447018672,0
1,1,0,0.7157940297969421,1
1,1,0,0.6642323470448444,1
0,1,1,0.5230392934233526,0
0,1,1,0.765324343489381,1
1,1,0,0.7606827626715604,0
0,1,0,0.7437433116292496,0
0,0,0,0.4777100116206857,0
0,0,0,0.44858246800461365,0
1,1,0,0.6057415769489739,1
1,1,0,0.3146088312952443,0
0,1,1,0.7221260871145402,0
0,1,1,0.4780247096022938,0
0,1,0,0.5789003632653119,0
0,1,0,0.5231609482768098,0
0,1,1,0.6358344480195579,0
0,1,1,0.5096731175627244,0
1,0,0,0.5201321212950604,0
1,0,1,0.5853634462938113,0
0,1,1,0.5212908926917297,0
0,1,1,0.5598013113056373,0
1,1,0,0.7991190760963548,0
0,1,0,0.8226461539129359,0
1,1,1,0.7046412619167157,0
0,1,1,0.7391928758347897,1
0,1,0,0.6753752559592223,0
0,1,0,0.6825876539257796,0
0,0,0,0.4888458743100894,0
0,0,0,0.48512726582231047,0
0,1,0,0.7588409841648365,0
0,1,0,0.44168646482955315,0
0,1,1,0.6212067326570302,0
0,1,0,0.7035386619458581,0
0,1,0,0.7184332797746207,0
0,1,0,0.6555988078713619,0
0,1,0,0.6613105251168421,0
0,1,0,0.6914084101788098,0
0,0,0,0.5662993544131796,0
0,0,0,0.5638708113048083,1
0,1,0,0.7341354701588196,0
0,1,0,0.47768031142312917,0
0,1,0,0.6777636967203119,0
1,0,0,0.6164044812423564,1
0,0,1,0.5734839799422444,0
0,0,1,0.668253693491482,0
1,0,0,0.3165370746853883,0
0,0,0,0.4707205109139232,0
0,0,0,0.36289001458826275,0
0,0,0,0.5662215675806991,0
1,0,0,0.5607626623938986,0
1,0,0,0.5138775984399065,1
0,0,1,0.5749270616654742,0
0,1,0,0.6865755351892284,0
0,1,0,0.7797314395088231,1
0,1,0,0.7313821544465952,1
0,1,0,0.708156019094284,0
0,1,0,0.7152296669230557,0
0,0,0,0.39317088542569306,0
0,0,0,0.4552725067612626,1
0,1,0,0.5619765141674976,1
0,1,0,0.3637597581154088,0
0,1,0,0.7792122255632352,1
0,1,0,0.30992836239367394,0
0,1,0,0.6618452003937655,0
0,1,0,0.7897129131501246,0
0,1,0,0.5821337955098294,0
0,1,0,0.5880271297328289,0
0,0,0,0.39471242468719875,0
0,0,0,0.5671706326167156,0
0,1,0,0.4163056450564626,0
0,1,0,0.6754611630740373,0
0,1,0,0.7805012594736012,0
0,0,1,0.4680025030851006,1
0,0,0,0.40102282453074056,0
0,0,0,0.6769829973937034,0
0,0,1,0.617711487772908,0
0,0,1,0.6880551363284633,0
0,0,0,0.5117254876248882,0
0,0,1,0.7257633224091945,0
0,0,1,0.5265722582392627,0
0,0,1,0.6253875978294543,0
0,0,0,0.5132850241545894,0
1,1,1,0.5116574364797861,0
0,1,0,0.8914654420350439,0
0,1,1,0.7097845260052174,0
1,1,1,0.28934068922604006,0
1,0,1,0.4863928179414216,0
0,0,1,0.4027344017866085,0
0,1,0,0.45182272241950105,0
0,0,0,0.7701408820772147,1
1,0,1,0.4957458983776863,0
1,1,1,0.7445614899491045,0
1,0,1,0.5298949148453921,0
0,0,0,0.44815075792803727,0
0,1,1,0.5137022493770693,0
0,1,1,0.8335897405320215,0
1,0,0,0.42410795439690846,0
1,1,1,0.7058300360699241,0
0,1,1,0.49725522109328046,0
0,1,0,0.3648358929580904,0
0,1,1,0.34709136845460997,0
0,1,0,0.6599386652895272,0
1,1,1,0.7066761443213264,0
0,1,0,0.75163804447332,1
0,1,1,0.5532061156405287,0
1,1,1,0.48776152770165365,1
1,0,1,0.6308397933291428,0
0,0,1,0.44868440052169806,0
0,1,0,0.809774655121511,0
0,0,0,0.5288784097394373,0
1,0,1,0.6062618674710887,0
1,1,1,0.7218491106505273,0
1,0,1,0.6389871012631535,0
0,0,0,0.4079646114735358,1
0,1,1,0.525571461793757,0
0,1,1,0.5842631718942043,0
1,0,0,0.5559883435427925,0
1,1,1,0.7776323336586572,1
0,1,1,0.31016181517903696,0
0,1,0,0.5665398316423408,0
0,1,1,0.667641568366587,0
0,1,0,0.3922512850968795,1
1,0,0,0.44205676521934295,1
0,0,1,0.28380253425278246,0
0,0,0,0.5985640280077267,0
1,0,0,0.7599315414950077,0
1,0,0,0.5007157083203716,0
0,0,0,0.6405270001149888,1
0,0,0,0.30923849912107826,0
0,0,1,0.4972725289039793,0
1,0,0,0.6665695292650292,0
1,0,0,0.36031386020750444,0
1,0,0,0.5311378124814676,0
0,0,0,0.5255083302945714,0
0,0,0,0.37794450188622625,0
0,0,0,0.3861605607327484,0
1,0,1,0.7769657743502513,0
1,0,0,0.27865582345234213,0
0,0,0,0.7705614340296277,0
0,0,0,0.7336108480226142,0
0,0,0,0.6287681684528093,0
0,0,1,0.47878525361764834,0
0,1,0,0.5621398090776804,0
0,1,0,0.704322835385869,0
0,1,0,0.847771486968766,0
0,1,0,0.6524649742339871,1
0,0,0,0.7577508473999519,0
0,0,0,0.6881378706139113,0
1,1,1,0.5819130028030128,0
0,0,0,0.636561397933746,0
0,0,0,0.8257556636623941,0
0,1,0,0.732569148327447,0
0,0,0,0.5613304929919741,0
0,0,0,0.5729671489379512,0
0,1,0,0.52297215013808,0
0,1,0,0.7772124043938402,0
0,0,0,0.7434364250040417,0
0,1,0,0.570586308252975,0
1,1,0,0.6690878901806386,0
1,1,0,0.6937290003705026,1
1,1,0,0.5939362266992989,1
1,1,0,0.6484518239913155,0
0,0,0,0.6355029001496855,0
0,0,1,0.44611500099833995,0
0,0,0,0.48176857535600437,0
0,0,0,0.5397182996208971,0
0,0,0,0.6733882292261995,0
0,0,0,0.355381007590177,0
1,0,0,0.44969149776047923,0
0,0,1,0.6404907956135821,0
0,0,0,0.6002984370599318,0
0,0,0,0.5139261345682286,0
0,0,0,0.24407473925095846,0
0,0,0,0.5783431412699724,0
0,0,0,0.5190638767788822,0
0,0,0,0.5690996297065124,0
0,0,1,0.4468051043372934,0
0,0,0,0.3957634210937048,0
1,0,0,0.6808943342130978,0
1,0,0,0.506543817763257,0
1,0,0,0.5582172847201715,0
1,0,1,0.7755939195951137,0
1,1,1,0.7784085273497465,0
0,1,0,0.7826028348327629,1
0,1,1,0.6926994920735413,0
1,1,1,0.5703317901205569,1
1,0,1,0.7632937448379791,0
0,0,1,0.6771371838557507,1
0,1,0,0.6456089645465635,0
0,0,0,0.7116481089765154,1
1,0,1,0.7786482803382073,0
1,1,1,0.7278338387979484,0
1,0,1,0.6212703169110088,0
0,0,0,0.5637760861749572,0
0,1,1,0.7432592359758469,1
0,1,1,0.857347302009547,0
1,0,0,0.4607436459837964,0
1,1,1,0.6145347991018665,0
0,1,1,0.5495900674354154,0
0,1,0,0.6729367988686125,0
0,1,1,0.7055754446432481,0
0,1,0,0.48540791834390784,0
0,1,1,0.8095642093820202,0
1,1,0,0.5079597226993288,0
1,1,1,0.6055782080960588,0
0,1,1,0.8053744431801401,1
0,0,1,0.8535929180561501,0
1,0,1,0.7906490444214662,0
0,1,0,0.7363696287812326,0
1,0,0,0.5301251175906135,0
0,0,1,0.8636960999859615,0
0,1,1,0.6466888244502896,0
0,0,1,0.6482852545482539,1
1,0,0,0.6987639939840592,0
1,1,1,0.720551106348556,0
1,1,1,0.5620984310674371,0
0,0,0,0.7549643735815232,0
0,1,1,0.6850157028009818,1
0,1,1,0.5330293616132282,0
0,1,0,0.8910905979903776,0
0,1,1,0.8658169157250897,0
0,1,0,0.517041339945892,0
0,1,1,0.704258879475463,0
1,1,0,0.7638140788833194,0
1,1,1,0.45391596283103824,0
0,1,1,0.30418444322645843,0
0,0,1,0.5459511288956325,0
1,0,1,0.3429895836857927,0
0,1,0,0.6162623809880566,0
1,0,0,0.5599073393530881,0
0,0,1,0.46641147867293176,0
0,1,1,0.6670222436976146,0
0,0,1,0.4400495778002243,0
1,0,0,0.43604791733810644,0
1,1,1,0.6333565480642166,0
1,1,1,0.7093494953893276,0
0,0,0,0.2746231933658778,0
0,1,1,0.7718692075989559,0
0,1,1,0.16471751495234643,1
0,1,0,0.3477649306364628,0
0,1,1,0.4814481161767359,0
0,1,0,0.7259247247968654,0
1,1,1,0.6860129108346358,0
0,1,0,0.7705530454119476,0
0,1,1,0.6043591169551595,0
1,1,1,0.5143126538576215,1
1,0,1,0.6210540468317366,0
0,0,1,0.4940285980704214,0
0,1,0,0.5024171836341513,0
0,0,0,0.814373863657304,0
1,0,1,0.6226047028739331,0
1,1,1,0.7458600721004275,0
1,0,1,0.4688078278804837,0
0,0,0,0.6186896037169229,0
0,1,1,0.7598226012914548,0
0,1,1,0.8176671041675747,0
1,0,0,0.38735689624315983,0
1,1,1,0.7681293382755547,0
0,1,1,0.5214206222232203,0
0,1,0,0.5865419708219621,0
0,1,1,0.6325432339954294,0
0,1,0,0.6519233630974823,1
1,1,1,0.5708110262741091,0
0,1,0,0.7408970754620811,0
0,1,1,0.639770603890037,0
1,1,1,0.518385237750059,0
1,0,1,0.45670483322032307,0
0,0,1,0.4875353883660257,0
0,1,0,0.28556235819862497,0
0,0,0,0.7299891772345422,0
1,0,1,0.5397550527936831,0
1,1,1,0.5709090840146738,0
1,0,1,0.43628373766453904,0
0,0,0,0.4321230588514371,0
0,1,1,0.5492231541518512,0
0,1,1,0.7129394280391875,0
1,0,0,0.46139089243088605,0
1,1,1,0.6223363969096161,0
0,1,1,0.6768313665053782,0
0,1,0,0.5295334657716712,0
0,1,1,0.5219578323688153,0
0,1,0,0.5636366157129798,0
0,1,1,0.7210813839962388,0
1,1,0,0.7172144133977044,0
1,1,1,0.45896091217371926,0
0,1,1,0.4883038424455006,0
0,0,1,0.7350604363299829,0
1,0,1,0.7454524270455863,0
0,1,0,0.6911101091037162,0
1,0,0,0.5026424326727041,0
0,0,1,0.5982458738525938,0
0,1,1,0.5468453244282303,0
0,0,1,0.5413919063389755,0
1,0,0,0.538531051345453,0
1,1,1,0.7567338721682244,0
1,1,1,0.6230447348931788,0
0,0,0,0.46100310192274774,0
0,1,1,0.5414278492305322,0
0,1,1,0.5051920774315068,0
0,1,0,0.6192818613590325,0
0,1,1,0.6108918859819854,0
0,1,0,0.41820200752122255,0
1,0,1,0.6561282018580339,0
0,0,0,0.6599704311650055,0
0,0,1,0.6938887568933599,0
1,0,1,0.7219151724324653,0
1,0,1,0.774284236114482,0
0,0,1,0.7898666275294295,0
0,0,0,0.7601628551579895,1
0,0,0,0.6101508716707729,1
1,0,1,0.7777154699318254,0
1,0,1,0.726206964179432,0
1,1,1,0.7551134896617968,0
0,0,0,0.6778231301869903,0
0,0,1,0.6807409493964784,0
0,0,1,0.6290942998637199,0
1,0,0,0.800728219896714,0
1,0,1,0.7682475624079674,0
0,0,1,0.5408527099433087,0
0,0,0,0.8540420492659089,0
0,0,1,0.8405173448614105,0
0,0,0,0.4270831734951371,0
0,0,0,0.49636351614730706,0
1,0,0,0.5,0
1,0,0,0.7363450593737205,0
0,0,0,0.7294332191595525,0
0,0,0,0.6382558791833918,1
1,0,0,0.7294820317392989,0
0,0,0,0.7341753497847167,1
1,0,0,0.6213199312466972,1
0,0,0,0.7893984340868985,0
0,0,0,0.6078800177129428,1
0,0,0,0.7889703245094041,1
1,0,0,0.6809132582562094,1
1,0,0,0.5144776501681222,0
1,0,0,0.5777510850843235,0
0,0,0,0.9140006589064484,0
0,0,0,0.5329834259673181,0
0,0,0,0.5432002511163108,1
0,0,0,0.8541457826515704,0
0,0,0,0.7245411945919994,0
0,0,0,0.40195869019699965,1
1,1,1,0.6412812047554901,0
0,1,0,0.6653796461189446,0
0,1,1,0.3095532713364818,0
1,1,1,0.3084385570397369,0
1,0,1,0.489529462674453,0
0,0,1,0.5442119556450695,1
0,1,0,0.3713674366052292,0
0,0,0,0.5,0
1,0,1,0.3369559125450763,0
1,1,1,0.40568210117521075,0
1,0,1,0.32520198730302813,0
0,0,0,0.487962030428595,0
0,1,1,0.7261791629898694,1
0,1,1,0.5963002117564208,1
1,0,0,0.22781895654543627,0
1,1,1,0.5813613098141465,0
0,1,1,0.4025568078096189,0
0,1,0,0.34723207088867364,0
0,1,1,0.33936343949390646,0
0,1,0,0.7257189645312306,0
1,1,0,0.6693438496069497,0
0,1,0,0.45849129039619546,1
0,1,0,0.5289211945136412,0
1,1,0,0.7384547820691131,1
1,0,0,0.9085259126895673,0
0,0,0,0.7567489824617657,1
0,1,0,0.770394865313693,1
0,0,0,0.4387318661738892,0
1,0,0,0.7879972915589504,0
1,1,0,0.5711733966245883,0
1,0,0,0.5045879874033361,1
0,0,0,0.6620900411071173,0
0,1,0,0.6106083667892338,1
0,1,0,0.45271850862808843,1
1,0,0,0.7511195856229791,0
1,1,0,0.45429987047313963,1
0,1,0,0.6539867916089204,1
0,1,0,0.807605547326723,1
0,1,0,0.7633262622073949,0
0,1,0,0.49555660380522176,1
0,1,0,0.624114410117678,0
0,1,0,0.5,0
0,1,0,0.5883658082248617,0
0,1,0,0.6282184943138601,0
0,0,0,0.6128085252273408,0
0,0,0,0.5849279817812933,0
1,1,0,0.4507992006969202,0
0,0,0,0.5736863202300725,0
0,0,0,0.7291617813593532,0
0,1,0,0.5936523387667112,0
0,0,0,0.534506459052091,0
0,0,0,0.5609939299292284,0
0,1,0,0.5748978615426091,0
0,1,0,0.5782207515761848,0
0,0,0,0.6952966041319293,0
0,1,0,0.5166104479619165,0
1,1,0,0.5044901074045289,0
1,1,0,0.7060876572532243,0
1,1,0,0.6772556911631247,0
1,1,0,0.7393122834062618,0
1,1,1,0.7686610134550802,1
0,1,0,0.5817336480377383,1
0,1,1,0.7245776936845462,0
1,1,1,0.787624982245372,0
1,0,1,0.8283997472875345,0
0,0,1,0.6402829686759057,0
0,1,0,0.694240478060043,0
0,0,0,0.6107720624702561,0
1,0,1,0.8179984490849803,0
1,1,1,0.6761829896253014,0
1,0,1,0.49460301794352074,0
0,0,0,0.6410520832620461,0
0,1,1,0.6608419827691989,0
0,1,1,0.7250978521323048,0
1,0,0,0.575530207190972,0
1,1,1,0.6826168520044534,1
0,1,1,0.6827900109842666,0
0,1,0,0.7289372368145521,0
0,1,1,0.7911151534876147,0
0,1,0,0.511665824165344,0
0,0,1,0.5290362945672555,0
0,0,0,0.6306782118590692,0
0,0,1,0.7163411386634566,0
0,0,1,0.5547932344877694,0
0,0,1,0.500898481340544,0
0,0,1,0.5151753882120778,1
1,0,0,0.3829010481906188,0
0,0,0,0.55478392393986,0
0,0,1,0.5569718868818455,0
0,0,1,0.49280581357523334,0
0,0,1,0.4154574023094856,0
0,0,0,0.41495103503892233,0
0,0,1,0.45096791944110803,0
0,0,1,0.7647580727656407,0
0,0,0,0.3807229546565889,0
0,0,1,0.5254442326983915,0
1,0,1,0.6239829750665236,1
1,0,0,0.4006206726186335,0
1,0,1,0.3776121882076584,0
1,0,0,0.6151381944614857,0
0,1,0,0.8114911416698929,0
1,1,0,0.691436780266625,1
1,1,0,0.6462279266164779,0
0,1,0,0.5103017880654056,1
0,0,0,0.7660185364343081,0
1,0,0,0.44027229945647073,1
0,1,0,0.5921274952669353,0
1,0,0,0.7770601581098129,1
0,0,0,0.746955483925088,0
0,1,0,0.7767569957261525,0
0,0,0,0.5129266191490766,1
1,0,1,0.5723946884215466,0
1,1,0,0.6400674207424688,1
1,1,0,0.749823454227272,0
0,0,0,0.45076441962879354,1
0,1,0,0.6262241065203823,0
0,1,0,0.6107005238632288,0
0,1,1,0.6011929263142184,1
0,1,0,0.6941001747881781,0
0,1,0,0.5647572310087414,1
0,1,0,0.7670456146048071,0
0,1,0,0.7105892354489102,0
0,1,0,0.6892973059962135,0
0,1,0,0.5846676491733587,1
0,0,0,0.6756799405699958,0
0,0,0,0.5960379567680575,0
1,1,0,0.43073900946374366,0
0,0,0,0.7563734450150114,0
0,0,0,0.7838618113942396,0
0,1,0,0.7213634446400141,0
0,0,0,0.552901315976808,0
0,0,1,0.548090263572877,0
0,1,0,0.6949785177346923,0
0,1,0,0.8326592251629807,1
0,0,0,0.46666201962888954,0
